n,time,elapsed_s,shutter_ms,shutter_try,shutter_status,wait_ms,polls,list_ms,thumb_ms,thumb_bytes,note
1,20:35:37,3,74,1,200,19,1,24,14,7218,
2,20:35:52,18,77,1,200,11,1,128,33,7179,
3,20:36:07,33,84,1,200,96,1,67,40,7197,
4,20:36:23,49,100,1,200,100,1,534,26,7197,
5,20:36:38,63,234,1,200,13,1,160,35,7225,
6,20:36:52,78,81,1,200,14,1,95,32,7193,
7,20:37:07,93,92,1,200,9,1,42,17,7204,
8,20:37:23,109,82,1,200,31,1,50,16,7176,
9,20:37:37,123,81,1,200,11,1,56,15,7211,
10,20:37:52,138,83,1,200,12,1,58,15,7209,
11,20:38:07,153,128,1,200,31,1,79,16,7195,
12,20:38:23,169,116,1,200,22,1,197,366,7180,
13,20:38:38,184,175,1,200,97,1,197,32,7163,
14,20:38:53,198,77,1,200,11,1,265,32,7179,
15,20:39:08,213,88,1,200,62,1,229,42,7210,
16,20:39:23,229,172,1,200,22,1,695,36,7186,
17,20:39:38,243,99,1,200,12,1,238,32,7208,
18,20:39:53,258,82,1,200,10,1,273,30,7189,
19,20:40:08,273,97,1,200,12,1,230,37,7183,
20,20:40:23,289,130,1,200,11,1,332,244,7210,
21,20:40:38,304,97,1,200,111,1,289,39,7191,
22,20:40:53,319,110,1,200,12,1,326,43,7232,
23,20:41:08,333,120,1,200,10,1,297,33,7208,
24,20:41:23,349,76,1,200,13,1,122,513,7191,
25,20:41:38,364,90,1,200,74,1,262,40,7170,
26,20:41:53,379,182,1,200,11,1,363,41,7190,
27,20:42:08,394,103,1,200,99,1,309,28,7219,
28,20:42:23,409,99,1,200,18,1,364,202,7220,
29,20:42:38,424,98,1,200,30,1,302,37,7182,
30,20:42:53,439,126,1,200,16,1,440,36,7153,
31,20:43:08,453,89,1,200,25,1,274,38,7204,
32,20:43:23,469,102,1,200,13,1,283,291,7176,
33,20:43:38,484,192,1,200,14,1,397,35,7186,
34,20:43:53,499,116,1,200,18,1,384,42,7185,
35,20:44:08,514,92,1,200,11,1,403,31,7193,
36,20:44:23,529,102,1,200,569,1,405,40,7170,
37,20:44:38,544,111,1,200,11,1,439,38,7172,
38,20:44:52,558,86,1,200,15,1,137,15,7195,
39,20:45:08,574,154,1,200,10,1,375,35,7193,
40,20:45:23,589,83,1,200,532,1,365,44,7208,
41,20:45:38,604,191,1,200,10,1,374,45,7198,
42,20:45:53,619,76,1,200,24,1,457,46,7230,
43,20:46:08,634,106,1,200,16,1,491,36,7195,
44,20:46:23,649,92,1,200,15,1,884,38,7196,
45,20:46:38,664,99,1,200,23,1,578,32,7190,
46,20:46:53,679,101,1,200,20,1,355,35,7197,
47,20:47:08,693,74,1,200,15,1,345,34,7196,
48,20:47:23,709,101,1,200,16,1,1010,54,7198,
49,20:47:38,724,92,1,200,105,1,420,27,7183,
50,20:47:53,739,82,1,200,10,1,504,34,7165,
51,20:48:08,754,102,1,200,113,1,566,33,7193,
52,20:48:23,769,105,1,200,24,1,991,47,7201,
53,20:48:38,784,87,1,200,11,1,636,33,7174,
54,20:48:53,799,110,1,200,14,1,404,33,7160,
55,20:49:08,814,87,1,200,32,1,421,38,7197,
56,20:49:23,829,68,1,200,18,1,663,37,7176,
57,20:49:38,844,89,1,200,23,1,474,30,7181,
58,20:49:53,859,140,1,200,30,1,631,65,7221,
59,20:50:08,874,105,1,200,29,1,489,40,7210,
60,20:50:24,889,151,1,200,553,1,633,38,7204,
61,20:50:38,903,78,1,200,10,1,346,34,7171,
62,20:50:53,919,111,1,200,15,1,396,32,7214,
63,20:51:08,934,99,1,200,18,1,593,26,7188,
64,20:51:24,949,77,1,200,100,1,1156,34,7199,
65,20:51:38,964,104,1,200,91,1,538,62,7176,
66,20:51:53,979,101,1,200,11,1,736,33,7177,
67,20:52:08,994,84,1,200,11,1,590,49,7187,
68,20:52:24,1009,128,1,200,572,1,718,43,7187,
69,20:52:38,1024,97,1,200,13,1,770,39,7208,
70,20:52:53,1039,122,1,200,26,1,448,38,7194,
71,20:53:08,1054,76,1,200,16,1,452,34,7166,
72,20:53:23,1069,84,1,200,11,1,791,46,7217,
73,20:53:38,1084,93,1,200,15,1,829,39,7197,
74,20:53:53,1099,98,1,200,15,1,819,43,7186,
75,20:54:08,1114,84,1,200,105,1,757,41,7164,
76,20:54:23,1129,83,1,200,30,1,851,41,7188,
77,20:54:38,1144,72,1,200,23,1,469,38,7185,
78,20:54:53,1159,110,1,200,11,1,604,29,7203,
79,20:55:08,1174,115,1,200,10,1,724,34,7202,
80,20:55:24,1189,90,1,200,140,1,1191,34,7188,
81,20:55:38,1204,90,1,200,12,1,889,32,7189,
82,20:55:53,1219,97,1,200,10,1,940,35,7175,
83,20:56:08,1234,96,1,200,11,1,867,30,7189,
84,20:56:24,1250,104,1,200,16,1,1309,59,7198,
85,20:56:38,1264,98,1,200,34,1,790,42,7188,
86,20:56:53,1279,94,1,200,11,1,726,30,7148,
87,20:57:08,1294,101,1,200,16,1,979,43,7174,
88,20:57:23,1309,112,1,200,11,1,929,35,7204,
89,20:57:38,1324,92,1,200,19,1,961,30,7189,
90,20:57:53,1339,95,1,200,24,1,960,39,7182,
91,20:58:08,1354,94,1,200,20,1,989,37,7161,
92,20:58:24,1370,106,1,200,77,1,1411,40,7217,
93,20:58:38,1384,59,1,200,25,1,1051,43,7211,
94,20:58:53,1399,93,1,200,11,1,870,34,7196,
95,20:59:08,1414,86,1,200,32,1,932,41,7176,
96,20:59:24,1430,126,1,200,26,1,1437,36,7177,
97,20:59:39,1444,88,1,200,31,1,1165,36,7208,
98,20:59:53,1459,88,1,200,11,1,1014,36,7212,
99,21:00:08,1474,118,1,200,10,1,1058,26,7205,
100,21:00:24,1490,79,1,200,73,1,1514,29,7175,
101,21:00:37,1503,100,1,200,15,1,18,20,7184,
102,21:00:52,1518,122,1,200,13,1,30,31,7090,
103,21:01:08,1533,85,1,200,14,1,135,39,7094,
104,21:01:23,1549,102,1,200,461,1,76,28,970,
105,21:01:38,1563,102,1,200,52,1,117,42,970,
106,21:01:52,1578,92,1,200,15,1,105,30,970,
107,21:02:08,1593,84,1,200,28,1,133,35,1037,
108,21:02:23,1609,111,1,200,468,1,113,46,970,
109,21:02:38,1623,87,1,200,82,1,152,52,970,
110,21:02:53,1638,81,1,200,87,1,150,56,970,
111,21:03:08,1653,81,1,200,25,1,86,135,970,
112,21:03:23,1669,104,1,200,483,1,169,37,970,
113,21:03:37,1683,99,1,200,11,1,77,17,970,
114,21:03:52,1698,78,1,200,17,1,82,20,970,
115,21:04:08,1713,98,1,200,19,1,235,57,970,
116,21:04:23,1729,125,1,200,283,1,396,43,970,
117,21:04:38,1743,87,1,200,78,1,226,43,970,
118,21:04:53,1758,70,1,200,73,1,241,32,970,
119,21:05:08,1773,91,1,200,37,1,222,39,978,
120,21:05:23,1789,78,1,200,510,1,262,45,970,
121,21:05:38,1803,93,1,200,19,1,266,34,970,
122,21:05:53,1819,137,1,200,81,1,241,32,970,
123,21:06:08,1833,93,1,200,28,1,270,33,970,
124,21:06:23,1849,94,1,200,491,1,296,63,970,
125,21:06:38,1864,182,1,200,17,1,244,39,970,
126,21:06:53,1878,85,1,200,31,1,258,35,970,
127,21:07:08,1894,188,1,200,38,1,341,58,970,
128,21:07:23,1909,92,1,200,281,1,503,57,970,
129,21:07:38,1924,75,1,200,62,1,310,33,970,
130,21:07:53,1939,89,1,200,21,1,367,28,970,
131,21:08:08,1954,107,1,200,65,1,339,23,970,
132,21:08:23,1969,106,1,200,482,1,342,31,970,
